Account;Reference Key 1;Reference;Document Date;Net due date;Amount in local currency;Amount in doc. curr.;Local Currency;Payment Method;Text;Assignment;Document Number;Clearing Document;Document Type;User Name;Reason code;Posting Key;Debit/Credit ind;Last Dunned;Dunning Level;Arrears after net due date,,
AB10000058;1404822934;30/06/2025;11/07/2025;13,527.63;13,527.63;EUR;C;;1443458932;8487661;2015540675;RV;B_BILAB01_02;;1;S;0;0;0;4
AB10000059;1406789330;28/06/2025;03/07/2025;5,327.25;5,327.25;EUR;B;;1485028681;8475850;2085723002;RV;B_BILAB01_02;;1;S;0;-3;-15;61
AB10000059;1470108976;05/06/2025;13/06/2025;20,333.50;20,333.50;EUR;C;;1461855331;8499293;2002645827;RV;B_BILAB01_02;;1;S;0;-2;-5;34
AB10000059;1437637523;27/06/2025;04/07/2025;23,867.75;23,867.75;EUR;C;;1459214604;8402877;;RV;B_BILAB01_02;;1;S;0;-9;-17;32
AB10000059;1405635063;26/07/2025;11/08/2025;44,270.89;44,270.89;EUR;I;;1424005268;8406313;2017989065;RV;B_BILAB01_02;;1;S;0;-15;-7;52
AB10000060;1483434977;30/06/2025;09/07/2025;45,458.89;45,458.89;EUR;I;;1460777168;8401846;2099922436;RV;B_BILAB01_02;;1;S;0;-7;-3;52
AB10000060;1453195868;27/06/2025;12/07/2025;60,953.03;60,953.03;EUR;B;;1425503780;8493413;2052522245;RV;B_BILAB01_02;;1;S;0;-8;-8;45
AB10000060;1403277434;07/07/2025;25/07/2025;53,526.97;53,526.97;EUR;C;;1479947616;8407975;;RV;B_BILAB01_02;;1;S;0;-8;-13;36
AB10000060;1432074910;08/06/2025;21/06/2025;55,215.61;55,215.61;EUR;B;;1455937593;8408071;2047096705;RV;B_BILAB01_02;;1;S;0;-13;-16;11
AB10000060;1446309820;04/06/2025;09/06/2025;23,318.45;23,318.45;EUR;C;;1423692924;8452736;2067429684;RV;B_BILAB01_02;;1;S;0;-15;-10;16
AB10000060;1454426221;23/07/2025;01/08/2025;27,485.96;27,485.96;EUR;C;;1464429151;8407148;2064811513;RV;B_BILAB01_02;;1;S;0;-3;-12;55
AB10000060;1453315780;07/07/2025;18/07/2025;33,175.49;33,175.49;EUR;C;;1437253393;8404798;2037745147;RV;B_BILAB01_02;;1;S;0;-2;-1;17
AB10000060;1487722007;12/07/2025;25/07/2025;45,662.77;45,662.77;EUR;B;;1478005155;8409193;;RV;B_BILAB01_02;;1;S;0;-13;-2;51
AB10000060;1475593511;31/07/2025;12/08/2025;35,693.74;35,693.74;EUR;B;;1428530050;8471341;2011730834;RV;B_BILAB01_02;;1;S;0;-5;-17;3
AB10000060;1451835690;08/06/2025;25/06/2025;16,960.04;16,960.04;EUR;B;;1418165715;8441248;;RV;B_BILAB01_02;;1;S;0;-15;0;7
AB10000060;1468392817;31/07/2025;05/08/2025;55,980.80;55,980.80;EUR;B;;1426672073;8402964;;RV;B_BILAB01_02;;1;S;0;-3;-17;34
AB10000060;1456166579;17/06/2025;30/06/2025;25,045.39;25,045.39;EUR;I;;1434050349;8438497;;RV;B_BILAB01_02;;1;S;0;-4;-14;29
AB10000060;1410404983;20/06/2025;03/07/2025;47,467.88;47,467.88;EUR;I;;1448333777;8468877;2030220696;RV;B_BILAB01_02;;1;S;0;-7;-15;53
AB10000060;1401398582;03/06/2025;22/06/2025;45,150.10;45,150.10;EUR;B;;1432641068;8491302;;RV;B_BILAB01_02;;1;S;0;-8;-10;1
AB10000060;1402142508;30/06/2025;11/07/2025;67,476.79;67,476.79;EUR;B;;1414147292;8421440;;RV;B_BILAB01_02;;1;S;0;-9;-14;23
AB10000061;1439767226;09/06/2025;17/06/2025;12,008.97;12,008.97;EUR;B;;1488674463;8472199;2084339049;RV;B_BILAB01_02;;1;S;0;-10;-9;32
AB10000061;1406529636;23/07/2025;11/08/2025;35,502.54;35,502.54;EUR;C;;1464618327;8407485;;RV;B_BILAB01_02;;1;S;0;-2;-13;63
AB10000061;1494240564;16/07/2025;29/07/2025;46,999.95;46,999.95;EUR;C;;1495915960;8498859;2010309151;RV;B_BILAB01_02;;1;S;0;-14;-8;7
AB10000061;1432251162;29/06/2025;11/07/2025;45,480.52;45,480.52;EUR;C;;1408197233;8451175;2058559194;RV;B_BILAB01_02;;1;S;0;-5;-19;23
AB10000061;1442866989;08/06/2025;25/06/2025;30,484.55;30,484.55;EUR;I;;1492361505;8442365;2095018254;RV;B_BILAB01_02;;1;S;0;0;-1;50
AB10000061;1404827518;29/06/2025;17/07/2025;58,613.43;58,613.43;EUR;B;;1459895755;8485293;2094161039;RV;B_BILAB01_02;;1;S;0;-8;-8;61
AB10000061;1477672556;02/07/2025;12/07/2025;54,175.83;54,175.83;EUR;C;;1479639688;8431709;2050177534;RV;B_BILAB01_02;;1;S;0;-12;-15;63
AB10000061;1456585349;16/06/2025;24/06/2025;29,098.93;29,098.93;EUR;I;;1452663493;8499480;2065891820;RV;B_BILAB01_02;;1;S;0;-2;-12;50
AB10000061;1480099745;16/07/2025;02/08/2025;55,718.04;55,718.04;EUR;C;;1469265656;8448685;;RV;B_BILAB01_02;;1;S;0;-4;-9;2
AB10000061;1416254898;04/07/2025;12/07/2025;49,706.32;49,706.32;EUR;C;;1431739549;8449809;2043837590;RV;B_BILAB01_02;;1;S;0;-8;0;62
AB10000061;1469409431;05/07/2025;17/07/2025;8,399.50;8,399.50;EUR;B;;1492367191;8498294;;RV;B_BILAB01_02;;1;S;0;0;-12;43
AB10000061;1463238031;31/07/2025;19/08/2025;21,605.34;21,605.34;EUR;B;;1421196689;8455817;;RV;B_BILAB01_02;;1;S;0;-15;-13;46
AB10000061;1481492065;19/07/2025;24/07/2025;10,173.60;10,173.60;EUR;B;;1457277509;8450688;2098927322;RV;B_BILAB01_02;;1;S;0;0;-6;29
AB10000062;1471263542;28/06/2025;09/07/2025;29,056.87;29,056.87;EUR;B;;1445571040;8400364;2054741675;RV;B_BILAB01_02;;1;S;0;-11;-17;37
AB10000062;1451611590;31/07/2025;15/08/2025;35,271.34;35,271.34;EUR;I;;1425957413;8448283;2023791014;RV;B_BILAB01_02;;1;S;0;-9;-8;16
AB10000062;1482753676;14/07/2025;27/07/2025;20,608.41;20,608.41;EUR;B;;1410671232;8446055;;RV;B_BILAB01_02;;1;S;0;-9;-10;63
AB10000062;1411564491;24/07/2025;03/08/2025;34,267.57;34,267.57;EUR;B;;1489065908;8477465;2064910416;RV;B_BILAB01_02;;1;S;0;-2;-13;34
AB10000062;1452917043;11/06/2025;27/06/2025;9,854.65;9,854.65;EUR;C;;1478503398;8463854;2013069878;RV;B_BILAB01_02;;1;S;0;-6;-10;34
AB10000062;1432256669;04/07/2025;11/07/2025;25,065.45;25,065.45;EUR;B;;1453506588;8474488;2073834332;RV;B_BILAB01_02;;1;S;0;-14;-11;60
AB10000062;1427667606;01/07/2025;07/07/2025;37,559.43;37,559.43;EUR;B;;1419969408;8412928;2056305301;RV;B_BILAB01_02;;1;S;0;-12;-16;54
AB10000062;1422005402;24/06/2025;14/07/2025;29,361.53;29,361.53;EUR;I;;1433301358;8487462;2032866063;RV;B_BILAB01_02;;1;S;0;-8;-6;56
AB10000063;1427442895;19/06/2025;09/07/2025;11,425.16;11,425.16;EUR;B;;1406192115;8422667;;RV;B_BILAB01_02;;1;S;0;-13;-4;38
AB10000063;1404413271;29/07/2025;10/08/2025;8,855.06;8,855.06;EUR;C;;1492387479;8453397;;RV;B_BILAB01_02;;1;S;0;-8;-14;54
AB10000063;1483582449;14/06/2025;23/06/2025;27,918.85;27,918.85;EUR;B;;1406552383;8417833;2023604527;RV;B_BILAB01_02;;1;S;0;-1;-17;24
AB10000063;1435057310;30/07/2025;15/08/2025;13,180.81;13,180.81;EUR;C;;1470254349;8416558;2026502010;RV;B_BILAB01_02;;1;S;0;-5;-5;12
AB10000063;1460545242;08/06/2025;26/06/2025;5,976.53;5,976.53;EUR;I;;1443789028;8458498;;RV;B_BILAB01_02;;1;S;0;-15;-15;18
AB10000063;1432149590;19/07/2025;29/07/2025;10,228.40;10,228.40;EUR;C;;1458468211;8493968;;RV;B_BILAB01_02;;1;S;0;-3;-6;24
AB10000063;1477214246;26/07/2025;08/08/2025;35,509.29;35,509.29;EUR;B;;1423062033;8453378;;RV;B_BILAB01_02;;1;S;0;-10;-1;6
AB10000063;1496357022;29/06/2025;19/07/2025;30,549.78;30,549.78;EUR;I;;1457948253;8458613;2058208174;RV;B_BILAB01_02;;1;S;0;-14;-9;17
AB10000063;1452194319;27/07/2025;07/08/2025;44,452.09;44,452.09;EUR;C;;1433216147;8415568;2013408759;RV;B_BILAB01_02;;1;S;0;-7;-10;54
AB10000063;1439529806;19/07/2025;03/08/2025;39,891.13;39,891.13;EUR;B;;1411831169;8426983;2026553942;RV;B_BILAB01_02;;1;S;0;-7;-9;20
AB10000063;1484689815;28/07/2025;02/08/2025;63,858.19;63,858.19;EUR;B;;1425580200;8448040;2043026409;RV;B_BILAB01_02;;1;S;0;-6;-13;61
AB10000064;1434043750;23/06/2025;29/06/2025;10,033.19;10,033.19;EUR;C;;1405640964;8446208;2044406975;RV;B_BILAB01_02;;1;S;0;-2;-17;62
AB10000064;1414389209;16/07/2025;30/07/2025;24,522.41;24,522.41;EUR;I;;1439094477;8422945;;RV;B_BILAB01_02;;1;S;0;-5;-12;6
AB10000064;1448290500;30/06/2025;06/07/2025;12,504.79;12,504.79;EUR;I;;1490805210;8474339;2079480540;RV;B_BILAB01_02;;1;S;0;-2;-11;59
AB10000064;1476853264;12/06/2025;25/06/2025;57,647.50;57,647.50;EUR;I;;1476859963;8473515;;RV;B_BILAB01_02;;1;S;0;-2;-13;11
AB10000064;1481614017;25/07/2025;05/08/2025;27,900.06;27,900.06;EUR;I;;1485081389;8409514;2032258943;RV;B_BILAB01_02;;1;S;0;-15;-18;6
AB10000064;1489888329;17/07/2025;02/08/2025;17,798.98;17,798.98;EUR;C;;1428703155;8469407;2087232032;RV;B_BILAB01_02;;1;S;0;-12;-13;42
AB10000064;1486396866;25/06/2025;09/07/2025;48,173.14;48,173.14;EUR;I;;1499122485;8466809;2085992424;RV;B_BILAB01_02;;1;S;0;-11;-8;29
AB10000064;1499469142;22/06/2025;09/07/2025;26,546.11;26,546.11;EUR;I;;1481842197;8434464;2074507986;RV;B_BILAB01_02;;1;S;0;-2;-12;46
AB10000064;1445803321;13/07/2025;22/07/2025;15,468.81;15,468.81;EUR;C;;1456771001;8424528;2049355427;RV;B_BILAB01_02;;1;S;0;-6;-9;55
AB10000064;1488580237;13/06/2025;24/06/2025;59,979.48;59,979.48;EUR;B;;1492492765;8400037;;RV;B_BILAB01_02;;1;S;0;-6;-9;30
AB10000064;1471155045;21/06/2025;10/07/2025;67,007.25;67,007.25;EUR;C;;1484903096;8435471;2042768063;RV;B_BILAB01_02;;1;S;0;0;-13;16
AB10000064;1409664927;18/07/2025;28/07/2025;60,392.75;60,392.75;EUR;C;;1424828353;8410615;2011083422;RV;B_BILAB01_02;;1;S;0;-8;-10;36
AB10000064;1465336303;15/06/2025;29/06/2025;69,874.02;69,874.02;EUR;B;;1431421347;8448978;;RV;B_BILAB01_02;;1;S;0;-11;-1;7
AB10000064;1433212478;07/06/2025;14/06/2025;59,353.10;59,353.10;EUR;C;;1477136999;8487855;;RV;B_BILAB01_02;;1;S;0;-4;-9;53
AB10000065;1468377081;26/07/2025;09/08/2025;8,262.97;8,262.97;EUR;C;;1476191530;8423469;2071122469;RV;B_BILAB01_02;;1;S;0;-14;-14;48
AB10000065;1498680847;01/07/2025;09/07/2025;40,425.92;40,425.92;EUR;B;;1477097929;8414564;2023757938;RV;B_BILAB01_02;;1;S;0;-13;-11;30
AB10000065;1488656703;27/07/2025;12/08/2025;27,985.41;27,985.41;EUR;B;;1459740021;8459524;2013206852;RV;B_BILAB01_02;;1;S;0;0;-19;10
AB10000065;1470968777;22/07/2025;06/08/2025;26,752.76;26,752.76;EUR;B;;1499387040;8465448;2073143406;RV;B_BILAB01_02;;1;S;0;-1;-19;42
AB10000065;1412232150;24/06/2025;06/07/2025;22,082.07;22,082.07;EUR;B;;1499928633;8448553;2068888700;RV;B_BILAB01_02;;1;S;0;-3;-13;20
AB10000065;1413488879;15/06/2025;21/06/2025;52,117.48;52,117.48;EUR;C;;1449672574;8430126;2096080067;RV;B_BILAB01_02;;1;S;0;-3;-1;9
AB10000065;1451307903;26/06/2025;02/07/2025;24,147.54;24,147.54;EUR;I;;1486649379;8421433;;RV;B_BILAB01_02;;1;S;0;-2;-15;34
AB10000065;1486528274;29/06/2025;07/07/2025;37,007.75;37,007.75;EUR;I;;1410243997;8481437;2003808456;RV;B_BILAB01_02;;1;S;0;-10;-3;2
AB10000065;1404092050;04/07/2025;23/07/2025;52,490.25;52,490.25;EUR;I;;1463754665;8448419;;RV;B_BILAB01_02;;1;S;0;-6;-12;34
AB10000065;1430082807;24/06/2025;02/07/2025;54,721.20;54,721.20;EUR;I;;1494243820;8489968;2074944029;RV;B_BILAB01_02;;1;S;0;-4;-9;45
AB10000065;1470512362;22/06/2025;04/07/2025;63,994.13;63,994.13;EUR;C;;1448855181;8463351;2083477237;RV;B_BILAB01_02;;1;S;0;-5;-11;39
AB10000065;1406660701;12/06/2025;23/06/2025;6,717.73;6,717.73;EUR;I;;1400317361;8477929;;RV;B_BILAB01_02;;1;S;0;0;-10;22
AB10000065;1454412795;17/07/2025;26/07/2025;19,215.99;19,215.99;EUR;B;;1489734150;8407271;2047037650;RV;B_BILAB01_02;;1;S;0;-1;-16;10
AB10000065;1451267441;19/07/2025;24/07/2025;38,841.94;38,841.94;EUR;B;;1483017872;8448368;2033637665;RV;B_BILAB01_02;;1;S;0;-5;-5;0
AB10000065;1459717104;15/06/2025;02/07/2025;53,471.84;53,471.84;EUR;B;;1473839243;8434889;2025235311;RV;B_BILAB01_02;;1;S;0;-13;-9;57
AB10000066;1423844803;06/06/2025;25/06/2025;30,806.13;30,806.13;EUR;C;;1410578292;8416433;;RV;B_BILAB01_02;;1;S;0;-8;-5;58
AB10000066;1471551939;11/07/2025;31/07/2025;16,104.15;16,104.15;EUR;C;;1467940873;8415558;;RV;B_BILAB01_02;;1;S;0;-7;-14;15
AB10000066;1472053330;03/06/2025;23/06/2025;64,063.31;64,063.31;EUR;I;;1423620054;8451065;2075345269;RV;B_BILAB01_02;;1;S;0;-15;-20;1
AB10000066;1431698526;20/07/2025;09/08/2025;16,099.53;16,099.53;EUR;B;;1447063131;8414033;2052086876;RV;B_BILAB01_02;;1;S;0;-1;-15;54
AB10000066;1456994680;10/06/2025;26/06/2025;33,850.97;33,850.97;EUR;B;;1428934041;8471295;2016312114;RV;B_BILAB01_02;;1;S;0;-4;-14;54
AB10000066;1472869906;22/07/2025;10/08/2025;63,193.88;63,193.88;EUR;C;;1409544942;8480965;2000039636;RV;B_BILAB01_02;;1;S;0;-11;-4;37
AB10000066;1477964292;19/06/2025;26/06/2025;6,376.07;6,376.07;EUR;I;;1492565209;8478457;;RV;B_BILAB01_02;;1;S;0;-2;-7;46
AB10000066;1481516043;14/07/2025;30/07/2025;17,526.90;17,526.90;EUR;I;;1458372208;8475178;2094099137;RV;B_BILAB01_02;;1;S;0;-3;-14;51
AB10000066;1437551673;05/07/2025;11/07/2025;18,186.94;18,186.94;EUR;I;;1423751020;8428635;2057626551;RV;B_BILAB01_02;;1;S;0;-3;-15;49
AB10000066;1470524010;21/06/2025;11/07/2025;8,340.28;8,340.28;EUR;B;;1404725196;8483836;2041296244;RV;B_BILAB01_02;;1;S;0;-5;-18;56
AB10000066;1446945877;20/07/2025;06/08/2025;35,673.00;35,673.00;EUR;B;;1441069613;8479156;;RV;B_BILAB01_02;;1;S;0;-3;-4;61
AB10000066;1497509341;27/06/2025;02/07/2025;53,916.50;53,916.50;EUR;B;;1441486644;8432955;;RV;B_BILAB01_02;;1;S;0;-14;-16;30
AB10000067;1474014068;13/07/2025;23/07/2025;9,306.79;9,306.79;EUR;I;;1476829360;8449359;2049693731;RV;B_BILAB01_02;;1;S;0;0;-14;10
AB10000067;1497553880;11/07/2025;31/07/2025;28,191.57;28,191.57;EUR;I;;1470895151;8454011;2070530063;RV;B_BILAB01_02;;1;S;0;0;-14;35
AB10000067;1414711239;05/06/2025;18/06/2025;47,025.91;47,025.91;EUR;I;;1438429215;8443752;2024469239;RV;B_BILAB01_02;;1;S;0;0;-19;22
AB10000067;1463479520;23/07/2025;01/08/2025;25,272.76;25,272.76;EUR;B;;1404280381;8437739;2057321010;RV;B_BILAB01_02;;1;S;0;-1;-11;57
AB10000067;1481140143;06/06/2025;25/06/2025;21,337.38;21,337.38;EUR;C;;1479777673;8400045;2016492978;RV;B_BILAB01_02;;1;S;0;-12;-4;14
AB10000067;1485603017;09/06/2025;26/06/2025;52,131.83;52,131.83;EUR;B;;1486892686;8419735;2076727360;RV;B_BILAB01_02;;1;S;0;-7;-15;40
AB10000067;1418666571;23/07/2025;28/07/2025;27,752.00;27,752.00;EUR;C;;1419326681;8469982;2007756108;RV;B_BILAB01_02;;1;S;0;-4;-19;63
AB10000067;1421172941;14/06/2025;27/06/2025;69,380.45;69,380.45;EUR;I;;1409942586;8482644;;RV;B_BILAB01_02;;1;S;0;0;-13;0
AB10000067;1434531795;21/07/2025;07/08/2025;45,188.79;45,188.79;EUR;B;;1452667078;8482371;2029253974;RV;B_BILAB01_02;;1;S;0;-15;-14;16
AB10000067;1432891386;27/07/2025;04/08/2025;12,966.73;12,966.73;EUR;B;;1431387486;8479871;;RV;B_BILAB01_02;;1;S;0;-8;-12;17
AB10000067;1487824680;06/06/2025;21/06/2025;30,881.09;30,881.09;EUR;B;;1435582709;8475621;2070303549;RV;B_BILAB01_02;;1;S;0;-13;-9;63
AB10000067;1438003385;08/07/2025;19/07/2025;6,415.50;6,415.50;EUR;I;;1419838644;8474491;2010867700;RV;B_BILAB01_02;;1;S;0;-12;-2;40
AB10000068;1405712717;30/07/2025;07/08/2025;59,057.08;59,057.08;EUR;C;;1414956877;8404965;;RV;B_BILAB01_02;;1;S;0;-7;-19;42
AB10000068;1484013785;26/07/2025;31/07/2025;27,575.33;27,575.33;EUR;I;;1447057615;8483262;2057840467;RV;B_BILAB01_02;;1;S;0;0;-11;7
AB10000068;1467255160;15/07/2025;31/07/2025;48,926.26;48,926.26;EUR;I;;1494115384;8449797;;RV;B_BILAB01_02;;1;S;0;-12;-12;51
AB10000068;1437139072;03/06/2025;21/06/2025;57,864.86;57,864.86;EUR;C;;1456307695;8409600;2040508373;RV;B_BILAB01_02;;1;S;0;-15;-16;1
AB10000068;1413701939;21/07/2025;31/07/2025;5,321.93;5,321.93;EUR;B;;1418582565;8458721;;RV;B_BILAB01_02;;1;S;0;-8;-14;23
AB10000069;1448416790;01/06/2025;16/06/2025;59,304.96;59,304.96;EUR;I;;1435032488;8402669;;RV;B_BILAB01_02;;1;S;0;-4;-20;28
AB10000069;1479922975;17/07/2025;05/08/2025;9,998.57;9,998.57;EUR;I;;1425408734;8482929;2089106986;RV;B_BILAB01_02;;1;S;0;-1;0;11
AB10000069;1475017602;10/06/2025;25/06/2025;13,160.15;13,160.15;EUR;I;;1437293706;8479878;2094661683;RV;B_BILAB01_02;;1;S;0;-13;-15;12
AB10000070;1401403316;30/06/2025;12/07/2025;51,739.25;51,739.25;EUR;C;;1432284310;8468787;;RV;B_BILAB01_02;;1;S;0;-8;-17;9
AB10000070;1454981972;08/06/2025;19/06/2025;46,522.52;46,522.52;EUR;B;;1438631357;8433521;2055967745;RV;B_BILAB01_02;;1;S;0;-12;-1;53
AB10000070;1417927096;23/06/2025;02/07/2025;28,580.33;28,580.33;EUR;C;;1437878519;8492882;2050621466;RV;B_BILAB01_02;;1;S;0;-15;-15;7
AB10000070;1486735816;10/06/2025;16/06/2025;52,177.29;52,177.29;EUR;C;;1478443577;8484067;2073144656;RV;B_BILAB01_02;;1;S;0;-9;-6;29
AB10000071;1445310570;20/06/2025;02/07/2025;41,698.89;41,698.89;EUR;C;;1418585571;8487202;2068239711;RV;B_BILAB01_02;;1;S;0;-15;-7;14
AB10000071;1445201079;25/06/2025;12/07/2025;49,214.98;49,214.98;EUR;B;;1426651777;8431193;2075773134;RV;B_BILAB01_02;;1;S;0;-1;-5;10
AB10000071;1498029229;03/06/2025;08/06/2025;37,618.32;37,618.32;EUR;I;;1494876692;8497669;2053884535;RV;B_BILAB01_02;;1;S;0;-15;-4;52
AB10000071;1469434103;30/07/2025;07/08/2025;24,642.01;24,642.01;EUR;B;;1480459845;8457508;2084650980;RV;B_BILAB01_02;;1;S;0;-13;0;12
AB10000071;1448791346;27/06/2025;03/07/2025;24,345.47;24,345.47;EUR;C;;1469711506;8418144;2000533880;RV;B_BILAB01_02;;1;S;0;-13;-1;24
AB10000071;1493072772;17/06/2025;29/06/2025;5,992.28;5,992.28;EUR;C;;1491484806;8461252;;RV;B_BILAB01_02;;1;S;0;-4;-3;54
AB10000071;1473831839;30/06/2025;18/07/2025;36,928.53;36,928.53;EUR;I;;1439957473;8483556;2052000483;RV;B_BILAB01_02;;1;S;0;-10;-10;0
AB10000071;1437607384;17/07/2025;30/07/2025;59,465.87;59,465.87;EUR;I;;1481887196;8410918;;RV;B_BILAB01_02;;1;S;0;-4;-20;33
AB10000071;1457619305;30/06/2025;15/07/2025;50,259.38;50,259.38;EUR;I;;1421762991;8448308;2031607547;RV;B_BILAB01_02;;1;S;0;0;-2;41
AB10000071;1451158242;07/07/2025;27/07/2025;68,223.10;68,223.10;EUR;I;;1405794856;8466018;2077698654;RV;B_BILAB01_02;;1;S;0;-7;-1;25
AB10000071;1479283515;31/07/2025;20/08/2025;29,241.23;29,241.23;EUR;I;;1458536846;8462330;;RV;B_BILAB01_02;;1;S;0;-12;-16;37
AB10000071;1450235445;31/07/2025;17/08/2025;17,303.86;17,303.86;EUR;B;;1410352266;8417840;;RV;B_BILAB01_02;;1;S;0;0;-6;44
AB10000071;1404346569;02/06/2025;17/06/2025;11,531.41;11,531.41;EUR;C;;1441902710;8496116;2044352868;RV;B_BILAB01_02;;1;S;0;-8;-7;3
AB10000072;1458942814;15/06/2025;30/06/2025;66,866.85;66,866.85;EUR;I;;1450153374;8406686;;RV;B_BILAB01_02;;1;S;0;-11;-13;7
AB10000072;1484438962;30/06/2025;06/07/2025;47,204.34;47,204.34;EUR;B;;1442211315;8461350;2065662589;RV;B_BILAB01_02;;1;S;0;-10;-5;14
AB10000072;1492665842;17/07/2025;04/08/2025;34,033.85;34,033.85;EUR;B;;1421749943;8494747;2000920453;RV;B_BILAB01_02;;1;S;0;-2;-1;15
AB10000072;1489658102;19/06/2025;29/06/2025;8,493.34;8,493.34;EUR;C;;1457678540;8427638;;RV;B_BILAB01_02;;1;S;0;-6;-3;3
AB10000072;1468587512;13/06/2025;21/06/2025;12,737.81;12,737.81;EUR;I;;1412383785;8496316;2028389429;RV;B_BILAB01_02;;1;S;0;-13;-14;4
AB10000072;1463687022;28/06/2025;12/07/2025;20,635.18;20,635.18;EUR;I;;1489199088;8495001;2032565003;RV;B_BILAB01_02;;1;S;0;-8;0;54
AB10000073;1442136102;26/06/2025;13/07/2025;69,030.76;69,030.76;EUR;C;;1433747391;8458066;;RV;B_BILAB01_02;;1;S;0;-8;-19;24
AB10000073;1419857980;29/06/2025;05/07/2025;66,558.77;66,558.77;EUR;B;;1451394999;8422681;2009510694;RV;B_BILAB01_02;;1;S;0;-6;-7;2
AB10000073;1412668583;08/06/2025;19/06/2025;30,520.27;30,520.27;EUR;B;;1486344335;8475968;2092408067;RV;B_BILAB01_02;;1;S;0;-7;-6;24
AB10000073;1447366811;27/06/2025;17/07/2025;39,995.45;39,995.45;EUR;I;;1407180277;8401149;2089561085;RV;B_BILAB01_02;;1;S;0;-4;-2;24
AB10000073;1485753237;08/07/2025;18/07/2025;8,276.95;8,276.95;EUR;I;;1413341469;8471722;2043171892;RV;B_BILAB01_02;;1;S;0;-13;0;37
AB10000073;1444505563;18/07/2025;31/07/2025;20,449.60;20,449.60;EUR;C;;1445379670;8467633;2022629123;RV;B_BILAB01_02;;1;S;0;-2;-12;17
AB10000073;1424059106;24/07/2025;04/08/2025;29,962.49;29,962.49;EUR;I;;1435717524;8449941;2009729291;RV;B_BILAB01_02;;1;S;0;-12;-7;42
AB10000073;1403001893;27/06/2025;06/07/2025;17,374.74;17,374.74;EUR;I;;1435235661;8400697;2066040238;RV;B_BILAB01_02;;1;S;0;-8;-3;0
AB10000074;1497450557;15/06/2025;25/06/2025;64,889.43;64,889.43;EUR;I;;1439387290;8434059;2044482768;RV;B_BILAB01_02;;1;S;0;-10;-1;58
AB10000074;1448274138;25/07/2025;01/08/2025;15,950.79;15,950.79;EUR;I;;1462493650;8449241;2021701255;RV;B_BILAB01_02;;1;S;0;-2;-9;7
AB10000074;1441717608;23/07/2025;28/07/2025;23,102.09;23,102.09;EUR;I;;1458714879;8452970;2081910015;RV;B_BILAB01_02;;1;S;0;-12;-13;23
AB10000074;1494950370;06/07/2025;14/07/2025;44,986.87;44,986.87;EUR;B;;1490623510;8427495;;RV;B_BILAB01_02;;1;S;0;-11;-1;35
AB10000075;1420950475;21/07/2025;29/07/2025;66,735.66;66,735.66;EUR;C;;1453665755;8472381;2045777872;RV;B_BILAB01_02;;1;S;0;-12;-18;4
AB10000075;1434996597;24/07/2025;12/08/2025;44,408.53;44,408.53;EUR;B;;1479662142;8472583;;RV;B_BILAB01_02;;1;S;0;0;-8;11
AB10000075;1485109147;11/06/2025;25/06/2025;24,252.40;24,252.40;EUR;C;;1455109545;8467195;2033030049;RV;B_BILAB01_02;;1;S;0;-13;-12;42
AB10000075;1428354945;29/06/2025;09/07/2025;62,199.77;62,199.77;EUR;C;;1487350470;8419062;;RV;B_BILAB01_02;;1;S;0;-2;-10;51
AB10000075;1465198234;16/06/2025;24/06/2025;13,532.47;13,532.47;EUR;B;;1444634274;8451038;2090626460;RV;B_BILAB01_02;;1;S;0;-14;-16;0
AB10000075;1425451518;01/07/2025;20/07/2025;62,063.87;62,063.87;EUR;I;;1404455813;8480283;2019178908;RV;B_BILAB01_02;;1;S;0;-5;-20;38
AB10000075;1407525485;16/07/2025;01/08/2025;62,772.21;62,772.21;EUR;B;;1418056204;8444495;2038021219;RV;B_BILAB01_02;;1;S;0;-9;-3;46
AB10000075;1473938919;16/06/2025;26/06/2025;27,875.25;27,875.25;EUR;C;;1409553617;8492754;;RV;B_BILAB01_02;;1;S;0;-3;-4;62
AB10000075;1478265673;15/07/2025;23/07/2025;54,621.93;54,621.93;EUR;B;;1448570909;8458646;2090340645;RV;B_BILAB01_02;;1;S;0;-6;-14;20
AB10000075;1452282172;10/06/2025;27/06/2025;14,496.78;14,496.78;EUR;C;;1453041281;8495311;2071771783;RV;B_BILAB01_02;;1;S;0;-2;0;49
AB10000076;1445111325;15/06/2025;26/06/2025;28,551.64;28,551.64;EUR;I;;1442267832;8458310;2072837751;RV;B_BILAB01_02;;1;S;0;-1;-2;59
AB10000076;1466024516;03/06/2025;12/06/2025;64,378.00;64,378.00;EUR;B;;1423986420;8456858;2034721000;RV;B_BILAB01_02;;1;S;0;-5;-11;43
AB10000076;1455210794;24/06/2025;03/07/2025;26,848.55;26,848.55;EUR;B;;1408721427;8426305;2091147032;RV;B_BILAB01_02;;1;S;0;-8;-8;42
AB10000076;1485424451;11/06/2025;30/06/2025;28,617.38;28,617.38;EUR;I;;1429829285;8448621;2087404354;RV;B_BILAB01_02;;1;S;0;-2;-15;19
AB10000076;1411288162;09/06/2025;20/06/2025;58,436.57;58,436.57;EUR;I;;1414793224;8420257;2041035631;RV;B_BILAB01_02;;1;S;0;-6;-1;56
